IID1	FID2	IID2	RT	EZ	Z0	Z1	Z2	PI_HAT	PHE	DST	PPC	RATIO	cov	deamination	kinship	degree	program
childE	familyX	childG	OT	0	1.0000	0.0000	0.0000	0.0000	-1	0.665258	0.0000	0.7611	2	no_deam	HC	4	plink_Lcmlkin
childF	familyX	childG	OT	0	1.0000	0.0000	0.0000	0.0000	-1	0.666093	0.0000	0.6583	2	no_deam	HC	4	plink_Lcmlkin
childD	familyX	childG	OT	0	0.8717	0.1283	0.0000	0.0642	-1	0.703310	0.5795	2.0615	10	no_deam	HC	4	plink_Lcmlkin
childE	familyX	childG	OT	0	0.8823	0.1177	0.0000	0.0588	-1	0.702035	0.8649	2.3729	10	no_deam	HC	4	plink_Lcmlkin
childF	familyX	childG	OT	0	0.8956	0.1044	0.0000	0.0522	-1	0.701490	0.9954	3.0612	10	no_deam	HC	4	plink_Lcmlkin
childD	familyX	childG	OT	0	0.8591	0.1409	0.0000	0.0705	-1	0.703537	0.5795	2.0615	8	deam	HC	4	plink_Lcmlkin
childE	familyX	childG	OT	0	0.8659	0.1341	0.0000	0.0670	-1	0.702157	0.8949	2.4310	8	deam	HC	4	plink_Lcmlkin
childF	familyX	childG	OT	0	0.8808	0.1192	0.0000	0.0596	-1	0.701450	0.9954	3.0612	8	deam	HC	4	plink_Lcmlkin
childD	familyX	childG	OT	0	0.8543	0.1457	0.0000	0.0728	-1	0.702544	0.3442	1.8841	4	deam	HC	4	plink_Lcmlkin
childE	familyX	childG	OT	0	0.8632	0.1368	0.0000	0.0684	-1	0.701776	0.8296	2.3167	4	deam	HC	4	plink_Lcmlkin
childF	familyX	childG	OT	0	0.8778	0.1222	0.0000	0.0611	-1	0.700500	0.9930	2.9800	4	deam	HC	4	plink_Lcmlkin
childD	familyX	childG	OT	0	1.0000	0.0000	0.0000	0.0000	-1	0.660442	0.0000	0.5076	1	deam	HC	4	plink_Lcmlkin
childE	familyX	childG	OT	0	1.0000	0.0000	0.0000	0.0000	-1	0.658791	0.0000	0.4526	1	deam	HC	4	plink_Lcmlkin
childF	familyX	childG	OT	0	1.0000	0.0000	0.0000	0.0000	-1	0.658340	0.0000	0.7009	1	deam	HC	4	plink_Lcmlkin
childD	familyX	childG	OT	0	0.8669	0.1331	0.0000	0.0665	-1	0.703495	0.5795	2.0615	20	deam	HC	4	plink_Lcmlkin
childE	familyX	childG	OT	0	0.8784	0.1216	0.0000	0.0608	-1	0.702235	0.8649	2.3729	20	deam	HC	4	plink_Lcmlkin
childF	familyX	childG	OT	0	0.8917	0.1083	0.0000	0.0542	-1	0.701595	0.9954	3.0612	20	deam	HC	4	plink_Lcmlkin
childD	familyX	childG	OT	0	1.0000	0.0000	0.0000	0.0000	-1	0.688559	0.0284	1.5190	2	deam	HC	4	plink_Lcmlkin
childE	familyX	childG	OT	0	1.0000	0.0000	0.0000	0.0000	-1	0.687888	0.4601	1.9701	2	deam	HC	4	plink_Lcmlkin
childF	familyX	childG	OT	0	1.0000	0.0000	0.0000	0.0000	-1	0.687872	0.0962	1.6533	2	deam	HC	4	plink_Lcmlkin
childD	familyX	childG	OT	0	0.8586	0.1414	0.0000	0.0707	-1	0.703565	0.5795	2.0615	10	deam	HC	4	plink_Lcmlkin
childE	familyX	childG	OT	0	0.8713	0.1287	0.0000	0.0643	-1	0.702190	0.8649	2.3729	10	deam	HC	4	plink_Lcmlkin
childF	familyX	childG	OT	0	0.8852	0.1148	0.0000	0.0574	-1	0.701635	0.9971	3.1458	10	deam	HC	4	plink_Lcmlkin
childD	familyX	childG	OT	0	0.8806	0.1194	0.0000	0.0597	-1	0.702959	0.5795	2.0615	8	no_deam	HC	4	plink_Lcmlkin
childE	familyX	childG	OT	0	0.8910	0.1090	0.0000	0.0545	-1	0.701464	0.8649	2.3729	8	no_deam	HC	4	plink_Lcmlkin
childF	familyX	childG	OT	0	0.9052	0.0948	0.0000	0.0474	-1	0.700992	0.9775	2.7547	8	no_deam	HC	4	plink_Lcmlkin
childD	familyX	childG	OT	0	1.0000	0.0000	0.0000	0.0000	-1	0.693009	0.0730	1.6184	4	no_deam	HC	4	plink_Lcmlkin
childE	familyX	childG	OT	0	1.0000	0.0000	0.0000	0.0000	-1	0.691894	0.1245	1.6892	4	no_deam	HC	4	plink_Lcmlkin
childF	familyX	childG	OT	0	1.0000	0.0000	0.0000	0.0000	-1	0.691605	0.0199	1.4875	4	no_deam	HC	4	plink_Lcmlkin
childD	familyX	childG	OT	0	1.0000	0.0000	0.0000	0.0000	-1	0.642602	0.0000	0.2134	1	no_deam	HC	4	plink_Lcmlkin
childE	familyX	childG	OT	0	1.0000	0.0000	0.0000	0.0000	-1	0.640649	0.0000	0.1988	1	no_deam	HC	4	plink_Lcmlkin
childF	familyX	childG	OT	0	1.0000	0.0000	0.0000	0.0000	-1	0.639805	0.0000	0.0934	1	no_deam	HC	4	plink_Lcmlkin
childD	familyX	childG	OT	0	0.8680	0.1320	0.0000	0.0660	-1	0.703545	0.5795	2.0615	20	no_deam	HC	4	plink_Lcmlkin
childE	familyX	childG	OT	0	0.8794	0.1206	0.0000	0.0603	-1	0.702200	0.8649	2.3729	20	no_deam	HC	4	plink_Lcmlkin
childF	familyX	childG	OT	0	0.8926	0.1074	0.0000	0.0537	-1	0.701610	0.9954	3.0612	20	no_deam	HC	4	plink_Lcmlkin
childD	familyX	childG	OT	0	1.0000	0.0000	0.0000	0.0000	-1	0.664956	0.0000	0.5426	2	no_deam	HC	4	plink_Lcmlkin
childE	familyX	childG	OT	0	1.0000	0.0000	0.0000	0.0000	-1	0.664757	0.0000	0.8257	2	no_deam	HC	4	plink_Lcmlkin
childF	familyX	childG	OT	0	1.0000	0.0000	0.0000	0.0000	-1	0.662236	0.0000	0.7304	2	no_deam	HC	4	plink_Lcmlkin
childD	familyX	childG	OT	0	0.8714	0.1286	0.0000	0.0643	-1	0.703370	0.5200	2.0152	10	no_deam	HC	4	plink_Lcmlkin
childE	familyX	childG	OT	0	0.8821	0.1179	0.0000	0.0589	-1	0.702035	0.8649	2.3729	10	no_deam	HC	4	plink_Lcmlkin
childF	familyX	childG	OT	0	0.8949	0.1051	0.0000	0.0526	-1	0.701460	0.9954	3.0612	10	no_deam	HC	4	plink_Lcmlkin
childD	familyX	childG	OT	0	0.8570	0.1430	0.0000	0.0715	-1	0.703464	0.5795	2.0615	8	deam	HC	4	plink_Lcmlkin
childE	familyX	childG	OT	0	0.8671	0.1329	0.0000	0.0664	-1	0.702127	0.7887	2.2623	8	deam	HC	4	plink_Lcmlkin
childF	familyX	childG	OT	0	0.8815	0.1185	0.0000	0.0592	-1	0.701587	0.9982	3.2340	8	deam	HC	4	plink_Lcmlkin
childD	familyX	childG	OT	0	0.8581	0.1419	0.0000	0.0709	-1	0.702389	0.4011	1.9265	4	deam	HC	4	plink_Lcmlkin
childE	familyX	childG	OT	0	0.8677	0.1323	0.0000	0.0661	-1	0.700943	0.8949	2.4310	4	deam	HC	4	plink_Lcmlkin
childF	familyX	childG	OT	0	0.8839	0.1161	0.0000	0.0581	-1	0.700488	0.9993	3.4222	4	deam	HC	4	plink_Lcmlkin
childD	familyX	childG	OT	0	1.0000	0.0000	0.0000	0.0000	-1	0.661727	0.0000	0.5920	1	deam	HC	4	plink_Lcmlkin
childE	familyX	childG	OT	0	1.0000	0.0000	0.0000	0.0000	-1	0.659575	0.0000	0.6048	1	deam	HC	4	plink_Lcmlkin
childF	familyX	childG	OT	0	1.0000	0.0000	0.0000	0.0000	-1	0.658608	0.0000	0.5191	1	deam	HC	4	plink_Lcmlkin
childD	familyX	childG	OT	0	0.8671	0.1329	0.0000	0.0664	-1	0.703542	0.5795	2.0615	20	deam	HC	4	plink_Lcmlkin
childE	familyX	childG	OT	0	0.8789	0.1211	0.0000	0.0605	-1	0.702227	0.8649	2.3729	20	deam	HC	4	plink_Lcmlkin
childF	familyX	childG	OT	0	0.8914	0.1086	0.0000	0.0543	-1	0.701575	0.9954	3.0612	20	deam	HC	4	plink_Lcmlkin
childD	familyX	childG	OT	0	1.0000	0.0000	0.0000	0.0000	-1	0.688850	0.0025	1.3412	2	deam	HC	4	plink_Lcmlkin
childE	familyX	childG	OT	0	1.0000	0.0000	0.0000	0.0000	-1	0.687260	0.3442	1.8841	2	deam	HC	4	plink_Lcmlkin
childF	familyX	childG	OT	0	1.0000	0.0000	0.0000	0.0000	-1	0.687241	0.0284	1.5190	2	deam	HC	4	plink_Lcmlkin
childD	familyX	childG	OT	0	0.8608	0.1392	0.0000	0.0696	-1	0.703575	0.6372	2.1094	10	deam	HC	4	plink_Lcmlkin
childE	familyX	childG	OT	0	0.8717	0.1283	0.0000	0.0642	-1	0.702190	0.8649	2.3729	10	deam	HC	4	plink_Lcmlkin
childF	familyX	childG	OT	0	0.8833	0.1167	0.0000	0.0584	-1	0.701582	0.9954	3.0612	10	deam	HC	4	plink_Lcmlkin
