IID1	FID2	IID2	RT	EZ	Z0	Z1	Z2	PI_HAT	PHE	DST	PPC	RATIO	cov	deamination	kinship	degree	program	RMSE
childA	familyX	childC	OT	0	0.4998	0.5002	0.0	0.2501	-1	0.74632	1.0	3.975	20	deam	HS	2	plink_Lcmlkin	0.0
childB	familyX	childC	OT	0	0.5027	0.4973	0.0	0.2486	-1	0.744765	0.9996	3.5227	20	deam	HS	2	plink_Lcmlkin	0.0
childA	familyX	childC	OT	0	0.7237	0.237	0.0393	0.1578	-1	0.730328	0.8649	2.3729	2	deam	HS	2	plink_Lcmlkin	0.0
childB	familyX	childC	OT	0	0.7308	0.2327	0.0365	0.1529	-1	0.728982	0.8649	2.3729	2	deam	HS	2	plink_Lcmlkin	0.0
childA	familyX	childC	OT	0	0.4959	0.5041	0.0	0.2521	-1	0.746157	1.0	3.975	10	deam	HS	2	plink_Lcmlkin	0.0
childB	familyX	childC	OT	0	0.4984	0.5016	0.0	0.2508	-1	0.74471	0.9993	3.4222	10	deam	HS	2	plink_Lcmlkin	0.0
childA	familyX	childC	OT	0	0.5088	0.4912	0.0	0.2456	-1	0.74553	1.0	4.1026	8	no_deam	HS	2	plink_Lcmlkin	0.0
childB	familyX	childC	OT	0	0.5133	0.4867	0.0	0.2434	-1	0.74399	0.9998	3.6279	8	no_deam	HS	2	plink_Lcmlkin	0.0
childA	familyX	childC	OT	0	0.6903	0.273	0.0366	0.1731	-1	0.735168	0.9399	2.5536	4	no_deam	HS	2	plink_Lcmlkin	0.0
childB	familyX	childC	OT	0	0.6944	0.2755	0.0301	0.1678	-1	0.733436	0.9989	3.3261	4	no_deam	HS	2	plink_Lcmlkin	0.0
childA	familyX	childC	OT	0	1.0	0.0	0.0	0.0	-1	0.678355	0.0	0.2375	1	no_deam	HS	2	plink_Lcmlkin	0.0
childB	familyX	childC	OT	0	1.0	0.0	0.0	0.0	-1	0.67669	0.0	0.2	1	no_deam	HS	2	plink_Lcmlkin	0.0
childA	familyX	childC	OT	0	0.5002	0.4998	0.0	0.2499	-1	0.746375	1.0	3.975	20	no_deam	HS	2	plink_Lcmlkin	0.0
childB	familyX	childC	OT	0	0.5031	0.4969	0.0	0.2484	-1	0.74478	0.9996	3.5227	20	no_deam	HS	2	plink_Lcmlkin	0.0
childA	familyX	childC	OT	0	1.0	0.0	0.0	0.0	-1	0.706382	0.0	0.951	2	no_deam	HS	2	plink_Lcmlkin	0.0
childB	familyX	childC	OT	0	1.0	0.0	0.0	0.0	-1	0.704626	0.0	0.99	2	no_deam	HS	2	plink_Lcmlkin	0.0
childA	familyX	childC	OT	0	0.503	0.497	0.0	0.2485	-1	0.74619	1.0	3.975	10	no_deam	HS	2	plink_Lcmlkin	0.0
childB	familyX	childC	OT	0	0.5055	0.4945	0.0	0.2472	-1	0.74456	0.9999	3.8537	10	no_deam	HS	2	plink_Lcmlkin	0.0
childA	familyX	childC	OT	0	0.4935	0.5065	0.0	0.2532	-1	0.745925	1.0	3.975	8	deam	HS	2	plink_Lcmlkin	0.0
childB	familyX	childC	OT	0	0.4976	0.5024	0.0	0.2512	-1	0.74448	0.9996	3.5227	8	deam	HS	2	plink_Lcmlkin	0.0
childA	familyX	childC	OT	0	0.4938	0.5062	0.0	0.2531	-1	0.744577	1.0	4.2368	4	deam	HS	2	plink_Lcmlkin	0.0
childB	familyX	childC	OT	0	0.5015	0.4985	0.0	0.2493	-1	0.742742	0.9993	3.4222	4	deam	HS	2	plink_Lcmlkin	0.0
childA	familyX	childC	OT	0	1.0	0.0	0.0	0.0	-1	0.699932	0.0	0.8598	1	deam	HS	2	plink_Lcmlkin	0.0
childB	familyX	childC	OT	0	1.0	0.0	0.0	0.0	-1	0.69843	0.0	0.7928	1	deam	HS	2	plink_Lcmlkin	0.0
childA	familyX	childC	OT	0	0.4994	0.5006	0.0	0.2503	-1	0.74628	1.0	3.975	20	deam	HS	2	plink_Lcmlkin	0.0
childB	familyX	childC	OT	0	0.5026	0.4974	0.0	0.2487	-1	0.744725	0.9989	3.3261	20	deam	HS	2	plink_Lcmlkin	0.0
childA	familyX	childC	OT	0	0.7292	0.2292	0.0416	0.1562	-1	0.730105	0.9775	2.7547	2	deam	HS	2	plink_Lcmlkin	0.0
childB	familyX	childC	OT	0	0.7284	0.2388	0.0328	0.1522	-1	0.728482	0.7427	2.2097	2	deam	HS	2	plink_Lcmlkin	0.0
childA	familyX	childC	OT	0	0.4962	0.5038	0.0	0.2519	-1	0.74624	1.0	3.975	10	deam	HS	2	plink_Lcmlkin	0.0
childB	familyX	childC	OT	0	0.4976	0.5024	0.0	0.2512	-1	0.74453	0.9996	3.5227	10	deam	HS	2	plink_Lcmlkin	0.0
