a	b	nSites	J9	J8	J7	J6	J5	J4	J3	J2	J1	rab	Fa	Fb	theta	inbred_relatedness_1_2	inbred_relatedness_2_1	fraternity	identity	zygosity	2of3_IDB	FDiff	loglh	nIter	bestoptimll	coverage	2dsfs	R0	R1	KING	2dsfs_loglike	2dsfsf_niter	cov	deamination	kinship	degree	program	RMSE
childB	childC	99398	0.781861	0.218131	6e-06	0.0	1e-06	0.0	0.0	0.0	0.0	0.109073	0.0	1e-06	0.054537	0.0	1e-06	6e-06	0.0	7e-06	0.109073	-0.0	-158681.125067	67	-1	1.0	3.369044e-01,1.760816e-01,2.299788e-02,1.696368e-01,1.789605e-01,4.638521e-02,1.845122e-02,3.861571e-02,1.196667e-02	0.23161	0.379018	0.121807	-175168.020555	6	10	no_deam	HS	2	ngsrelate	0.23014180883243854
childA	childC	99413	0.753468	0.246507	2.4e-05	0.0	0.0	0.0	0.0	1e-06	0.0	0.123278	1e-06	1e-06	0.061639	0.0	0.0	2.5e-05	0.0	2.5e-05	0.123278	-0.0	-160592.885635	78	-1	0.99994	3.356237e-01,1.735217e-01,2.205867e-02,1.695301e-01,1.819812e-01,4.596198e-02,1.864279e-02,3.998090e-02,1.269900e-02	0.223657	0.387445	0.126839	-176728.843158	6	8	deam	HS	2	ngsrelate	0.20696596229734654
childB	childC	99411	0.78105	0.218941	8e-06	0.0	0.0	0.0	0.0	1e-06	0.0	0.109479	1e-06	1e-06	0.054739	0.0	0.0	9e-06	0.0	9e-06	0.10948	-0.0	-159970.488736	62	-1	0.99992	3.354053e-01,1.764892e-01,2.259091e-02,1.700007e-01,1.803197e-01,4.628876e-02,1.839287e-02,3.866861e-02,1.184389e-02	0.227284	0.381685	0.124168	-176383.371504	5	8	deam	HS	2	ngsrelate	0.2294800383802478
childA	childC	99405	0.75161	0.24837	1.4e-05	1e-06	3e-06	0.0	1e-06	0.0	0.0	0.124203	1e-06	5e-06	0.062102	1e-06	2e-06	1.4e-05	0.0	1.4e-05	0.124205	-1e-06	-164140.90613	186	-1	0.99992	3.321889e-01,1.745472e-01,2.153586e-02,1.704095e-01,1.851264e-01,4.605240e-02,1.797471e-02,3.966522e-02,1.249989e-02	0.213425	0.393731	0.132478	-179966.930154	9	4	deam	HS	2	ngsrelate	0.20544687001428535
childB	childC	99409	0.783791	0.216184	2.5e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.108117	0.0	0.0	0.054058	0.0	0.0	2.5e-05	0.0	2.5e-05	0.108117	-0.0	-163795.375414	62	-1	0.99996	3.317475e-01,1.773264e-01,2.219500e-02,1.706539e-01,1.833725e-01,4.626031e-02,1.814274e-02,3.865719e-02,1.164451e-02	0.219977	0.387487	0.128429	-179956.229972	7	4	deam	HS	2	ngsrelate	0.23172458807961377
childA	childC	89707	0.800642	0.199347	9e-06	0.0	0.0	0.0	1e-06	0.0	1e-06	0.099684	1e-06	1e-06	0.049842	1e-06	1e-06	9e-06	1e-06	9e-06	0.099684	0.0	-141342.259469	78	-1	0.905491	3.294911e-01,1.759784e-01,2.163186e-02,1.730553e-01,1.847506e-01,4.616630e-02,1.889526e-02,3.861943e-02,1.141172e-02	0.219361	0.389484	0.129085	-153431.427485	18	1	deam	HS	2	ngsrelate	0.24547765591053972
childB	childC	89776	0.812506	0.187481	1e-05	0.0	0.0	0.0	0.0	0.0	2e-06	0.093753	3e-06	3e-06	0.046877	2e-06	2e-06	1e-05	2e-06	1.2e-05	0.093753	-0.0	-140777.062427	78	-1	0.906188	3.316106e-01,1.781600e-01,2.280371e-02,1.735147e-01,1.829549e-01,4.526656e-02,1.657164e-02,3.778381e-02,1.133405e-02	0.215219	0.385899	0.130152	-153006.239053	18	1	deam	HS	2	ngsrelate	0.25516538786768606
childA	childC	99410	0.752155	0.247812	3.2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.123939	1e-06	1e-06	0.061969	0.0	0.0	3.2e-05	0.0	3.3e-05	0.123939	-0.0	-159287.121474	70	-1	1.0	3.370344e-01,1.730222e-01,2.221104e-02,1.690613e-01,1.807057e-01,4.624172e-02,1.871012e-02,4.007536e-02,1.293812e-02	0.226452	0.385036	0.125173	-175575.769293	5	20	deam	HS	2	ngsrelate	0.2058971688270628
childB	childC	99410	0.780949	0.219047	0.0	0.0	3e-06	0.0	0.0	0.0	0.0	0.109526	0.0	3e-06	0.054764	0.0	2e-06	0.0	0.0	0.0	0.109527	-0.0	-158716.993193	78	-1	1.0	3.367743e-01,1.759944e-01,2.287249e-02,1.695399e-01,1.791641e-01,4.647754e-02,1.848898e-02,3.864773e-02,1.204055e-02	0.230858	0.379568	0.122234	-175263.056008	5	20	deam	HS	2	ngsrelate	0.22939553091403794
childA	childC	98620	0.767955	0.232018	2.7e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.116036	0.0	0.0	0.058018	0.0	0.0	2.7e-05	0.0	2.7e-05	0.116036	-0.0	-164966.763071	74	-1	0.993442	3.301006e-01,1.755238e-01,2.143195e-02,1.707500e-01,1.865430e-01,4.553776e-02,1.794502e-02,4.019836e-02,1.196950e-02	0.211088	0.395732	0.133883	-179857.603884	13	2	deam	HS	2	ngsrelate	0.21879536487930148
childB	childC	98612	0.797421	0.202567	1e-05	0.0	0.0	0.0	0.0	2e-06	0.0	0.101294	2e-06	2e-06	0.050647	0.0	0.0	1.2e-05	0.0	1.2e-05	0.101296	-0.0	-163934.540155	82	-1	0.993362	3.292025e-01,1.785371e-01,2.212642e-02,1.723769e-01,1.853625e-01,4.532353e-02,1.739834e-02,3.836218e-02,1.131056e-02	0.213229	0.390958	0.132013	-179064.495835	10	2	deam	HS	2	ngsrelate	0.2428481286936344
childA	childC	99410	0.752155	0.247845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.123923	0.0	0.0	0.061961	0.0	0.0	0.0	0.0	0.0	0.123923	-0.0	-159911.749539	78	-1	1.0	3.363734e-01,1.733375e-01,2.208682e-02,1.692652e-01,1.813562e-01,4.615056e-02,1.866955e-02,3.995559e-02,1.280516e-02	0.224731	0.386304	0.126157	-176105.167448	5	10	deam	HS	2	ngsrelate	0.20588369536383078
childB	childC	99409	0.780322	0.219673	5e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.109842	0.0	0.0	0.054921	0.0	0.0	6e-06	0.0	6e-06	0.109842	-0.0	-159448.21302	62	-1	0.99999	3.360660e-01,1.762160e-01,2.266067e-02,1.697669e-01,1.798427e-01,4.641236e-02,1.846450e-02,3.860132e-02,1.196963e-02	0.228673	0.380924	0.123428	-175923.189375	5	10	deam	HS	2	ngsrelate	0.22888399582758073
childA	childC	99379	0.753932	0.246068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.123034	0.0	0.0	0.061517	0.0	0.0	0.0	0.0	0.0	0.123034	-0.0	-159191.575539	86	-1	0.99998	3.372222e-01,1.732414e-01,2.232813e-02,1.692775e-01,1.803994e-01,4.612541e-02,1.863827e-02,3.993840e-02,1.282937e-02	0.227087	0.384197	0.124739	-175360.983393	6	8	no_deam	HS	2	ngsrelate	0.20733460978813933
childB	childC	99381	0.782432	0.217538	2.8e-05	0.0	0.0	0.0	0.0	0.0	2e-06	0.108799	2e-06	2e-06	0.054401	2e-06	2e-06	2.8e-05	2e-06	3e-05	0.108799	-0.0	-158650.017968	54	-1	1.0	3.369431e-01,1.758780e-01,2.290577e-02,1.696837e-01,1.787608e-01,4.644151e-02,1.852558e-02,3.890177e-02,1.195975e-02	0.23177	0.378461	0.121632	-175140.813359	6	8	no_deam	HS	2	ngsrelate	0.23061701068510393
childA	childC	98857	0.758482	0.241505	1.2e-05	0.0	0.0	0.0	0.0	1e-06	0.0	0.120765	1e-06	1e-06	0.060382	0.0	0.0	1.3e-05	0.0	1.3e-05	0.120766	-0.0	-156876.097971	70	-1	0.99608	3.369634e-01,1.731991e-01,2.257950e-02,1.688444e-01,1.807187e-01,4.607213e-02,1.865798e-02,4.002720e-02,1.293774e-02	0.228186	0.385016	0.124425	-172348.363551	10	4	no_deam	HS	2	ngsrelate	0.21105497663957923
childB	childC	98865	0.791017	0.208978	4e-06	0.0	0.0	0.0	0.0	1e-06	0.0	0.104493	1e-06	1e-06	0.052246	0.0	0.0	5e-06	0.0	5e-06	0.104494	-0.0	-156312.335546	70	-1	0.996161	3.360315e-01,1.756291e-01,2.312570e-02,1.699549e-01,1.794811e-01,4.669409e-02,1.841539e-02,3.884114e-02,1.182715e-02	0.231451	0.379725	0.122011	-172092.21927	10	4	no_deam	HS	2	ngsrelate	0.23761642675328656
childA	childC	68677	0.828832	0.17013	0.001037	0.0	0.0	0.0	0.0	0.0	1e-06	0.086103	1e-06	1e-06	0.043052	1e-06	1e-06	0.001037	1e-06	0.001038	0.086103	-0.0	-94119.912729	54	-1	0.698043	3.330167e-01,1.749255e-01,2.421430e-02,1.710141e-01,1.835660e-01,4.409306e-02,1.985378e-02,3.673859e-02,1.257796e-02	0.240067	0.38987	0.120203	-102531.426557	34	1	no_deam	HS	2	ngsrelate	0.26891496579959995
childB	childC	68530	0.862787	0.137174	3.9e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.068626	0.0	0.0	0.034313	0.0	0.0	3.9e-05	0.0	3.9e-05	0.068626	-0.0	-93825.003395	70	-1	0.696549	3.311903e-01,1.778869e-01,2.396219e-02,1.727485e-01,1.790784e-01,4.600175e-02,1.972629e-02,3.819969e-02,1.120599e-02	0.243963	0.37423	0.11564	-102438.623177	26	1	no_deam	HS	2	ngsrelate	0.2962302680719848
childA	childC	99408	0.752072	0.247879	4.8e-05	0.0	0.0	0.0	0.0	1e-06	0.0	0.123987	1e-06	1e-06	0.061994	0.0	0.0	4.9e-05	0.0	4.9e-05	0.123988	-0.0	-159272.992898	50	-1	1.0	3.370249e-01,1.729944e-01,2.225165e-02,1.690599e-01,1.806810e-01,4.620344e-02,1.868035e-02,4.008734e-02,1.301704e-02	0.226543	0.38502	0.125131	-175581.341638	5	20	no_deam	HS	2	ngsrelate	0.20583593315146248
childB	childC	99408	0.781118	0.218878	4e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.109443	0.0	0.0	0.054721	0.0	0.0	4e-06	0.0	4e-06	0.109443	-0.0	-158711.409854	86	-1	1.0	3.368029e-01,1.759222e-01,2.289536e-02,1.694834e-01,1.791108e-01,4.655561e-02,1.847937e-02,3.872925e-02,1.202113e-02	0.231001	0.37942	0.122145	-175272.706184	5	20	no_deam	HS	2	ngsrelate	0.229533518847829
childA	childC	92042	0.78607	0.213919	1.1e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.10697	0.0	0.0	0.053485	0.0	0.0	1.1e-05	0.0	1.1e-05	0.10697	-0.0	-138289.837571	114	-1	0.930497	3.353058e-01,1.738650e-01,2.277707e-02,1.689219e-01,1.821623e-01,4.591741e-02,1.937788e-02,3.847992e-02,1.319269e-02	0.231414	0.388125	0.123628	-151279.672264	18	2	no_deam	HS	2	ngsrelate	0.23357966776669586
childB	childC	92003	0.813215	0.186773	1.1e-05	0.0	0.0	0.0	0.0	0.0	1e-06	0.093398	1e-06	1e-06	0.046699	1e-06	1e-06	1.1e-05	1e-06	1.1e-05	0.093398	-0.0	-137700.164641	70	-1	0.930103	3.349210e-01,1.763744e-01,2.325333e-02,1.707391e-01,1.798964e-01,4.691256e-02,1.847101e-02,3.781738e-02,1.161483e-02	0.231935	0.379875	0.121833	-150838.879882	14	2	no_deam	HS	2	ngsrelate	0.2557438757005402
childA	childC	99395	0.752312	0.247684	4e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.123846	0.0	0.0	0.061923	0.0	0.0	4e-06	0.0	4e-06	0.123846	-0.0	-159242.208431	74	-1	1.0	3.372429e-01,1.727485e-01,2.222562e-02,1.690830e-01,1.805630e-01,4.618300e-02,1.876610e-02,4.028039e-02,1.290743e-02	0.227022	0.384761	0.124876	-175513.191761	6	10	no_deam	HS	2	ngsrelate	0.20601351833961448
childB	childC	99395	0.781234	0.218763	0.0	0.0	1e-06	0.0	0.0	2e-06	0.0	0.109382	2e-06	2e-06	0.054691	0.0	0.0	2e-06	0.0	2e-06	0.109384	0.0	-158691.656713	90	-1	1.0	3.369112e-01,1.758958e-01,2.290095e-02,1.696608e-01,1.789775e-01,4.641727e-02,1.851738e-02,3.871741e-02,1.200176e-02	0.231416	0.379102	0.121906	-175197.090852	6	10	no_deam	HS	2	ngsrelate	0.22962782418876565
childA	childC	99407	0.752864	0.247121	1.5e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.123575	0.0	1e-06	0.061788	0.0	0.0	1.5e-05	0.0	1.5e-05	0.123576	0.0	-160555.726007	78	-1	0.99996	3.356642e-01,1.734477e-01,2.203856e-02,1.696814e-01,1.818982e-01,4.603506e-02,1.855356e-02,3.996301e-02,1.271827e-02	0.223158	0.387249	0.127016	-176687.437886	6	8	deam	HS	2	ngsrelate	0.20646871543650383
childB	childC	99408	0.780736	0.219263	2e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.109633	0.0	0.0	0.054817	0.0	0.0	2e-06	0.0	2e-06	0.109633	-0.0	-160027.094974	78	-1	0.99997	3.354799e-01,1.762335e-01,2.258283e-02,1.699424e-01,1.804757e-01,4.633779e-02,1.846309e-02,3.860837e-02,1.187640e-02	0.227432	0.382228	0.124211	-176449.893701	5	8	deam	HS	2	ngsrelate	0.2292203923948885
childA	childC	99390	0.751287	0.248712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.124357	0.0	0.0	0.062178	0.0	0.0	0.0	0.0	0.0	0.124357	0.0	-164080.968588	106	-1	0.999859	3.323475e-01,1.737711e-01,2.154425e-02,1.707072e-01,1.852390e-01,4.577194e-02,1.800093e-02,4.019167e-02,1.242631e-02	0.213482	0.394136	0.132533	-179900.756796	7	4	deam	HS	2	ngsrelate	0.20517538458028214
childB	childC	99399	0.784332	0.21565	1.8e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.107843	0.0	0.0	0.053922	0.0	0.0	1.8e-05	0.0	1.8e-05	0.107843	-0.0	-163638.663382	74	-1	0.99995	3.320009e-01,1.767891e-01,2.239142e-02,1.709522e-01,1.836400e-01,4.590420e-02,1.806295e-02,3.879716e-02,1.146207e-02	0.220292	0.38833	0.128459	-179722.703001	7	4	deam	HS	2	ngsrelate	0.23216345466646268
childA	childC	89717	0.794976	0.204955	6.8e-05	0.0	0.0	0.0	0.0	0.0	1e-06	0.102546	1e-06	1e-06	0.051273	1e-06	1e-06	6.8e-05	1e-06	6.8e-05	0.102546	-0.0	-141245.460395	62	-1	0.905848	3.299135e-01,1.763351e-01,2.177931e-02,1.728262e-01,1.845062e-01,4.542648e-02,1.781571e-02,3.939437e-02,1.200313e-02	0.2146	0.389601	0.131154	-153380.697973	18	1	deam	HS	2	ngsrelate	0.2408750694343439
childB	childC	89724	0.821226	0.178711	6.3e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.089419	0.0	0.0	0.044709	0.0	0.0	6.3e-05	0.0	6.3e-05	0.089419	-0.0	-140845.500637	82	-1	0.905919	3.299367e-01,1.780685e-01,2.251214e-02,1.725202e-01,1.835205e-01,4.592176e-02,1.804597e-02,3.876113e-02,1.071315e-02	0.221	0.385685	0.127636	-153183.829356	19	1	deam	HS	2	ngsrelate	0.26230565413018964
childA	childC	99408	0.752151	0.247808	3.9e-05	0.0	0.0	0.0	0.0	2e-06	0.0	0.123943	2e-06	2e-06	0.061972	0.0	0.0	4.1e-05	0.0	4.1e-05	0.123945	-0.0	-159293.371596	51	-1	1.0	3.369644e-01,1.730463e-01,2.222762e-02,1.690533e-01,1.806992e-01,4.625464e-02,1.869080e-02,4.004879e-02,1.301489e-02	0.226445	0.385022	0.125174	-175600.661452	5	20	deam	HS	2	ngsrelate	0.20589716946896897
childB	childC	99408	0.781148	0.218816	3.5e-05	0.0	0.0	0.0	0.0	1e-06	0.0	0.109443	1e-06	1e-06	0.054721	0.0	0.0	3.6e-05	0.0	3.6e-05	0.109444	-0.0	-158728.169096	62	-1	1.0	3.367482e-01,1.759957e-01,2.293500e-02,1.695298e-01,1.791478e-01,4.653039e-02,1.843142e-02,3.864926e-02,1.203244e-02	0.230907	0.379493	0.122199	-175277.493116	5	20	deam	HS	2	ngsrelate	0.2295710790329072
childA	childC	98552	0.771378	0.228622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.114311	0.0	0.0	0.057156	0.0	0.0	0.0	0.0	0.0	0.114311	-0.0	-164823.524633	106	-1	0.992717	3.292284e-01,1.758477e-01,2.169633e-02,1.712301e-01,1.864602e-01,4.518543e-02,1.820731e-02,3.966547e-02,1.247912e-02	0.214006	0.395183	0.132513	-179704.913192	10	2	deam	HS	2	ngsrelate	0.22157920913900445
childB	childC	98522	0.79936	0.20064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10032	0.0	0.0	0.05016	0.0	0.0	0.0	0.0	0.0	0.10032	0.0	-164355.20421	158	-1	0.992415	3.284774e-01,1.791603e-01,2.183770e-02,1.723120e-01,1.844565e-01,4.579848e-02,1.792111e-02,3.839238e-02,1.164425e-02	0.215546	0.387985	0.130428	-179543.47773	10	2	deam	HS	2	ngsrelate	0.24442641646652402
childA	childC	99408	0.7525	0.24748	2e-05	0.0	0.0	0.0	0.0	1e-06	0.0	0.12376	1e-06	1e-06	0.06188	0.0	0.0	2.1e-05	0.0	2.1e-05	0.123761	0.0	-159885.667536	98	-1	0.99996	3.363956e-01,1.731721e-01,2.222395e-02,1.692989e-01,1.814914e-01,4.605935e-02,1.854513e-02,4.001784e-02,1.279574e-02	0.224634	0.386714	0.126278	-176091.484299	5	10	deam	HS	2	ngsrelate	0.20617355213508834
childB	childC	99407	0.781074	0.218923	3e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.109464	0.0	0.0	0.054732	0.0	0.0	3e-06	0.0	3e-06	0.109464	-0.0	-159394.180556	90	-1	0.99995	3.359808e-01,1.761810e-01,2.282148e-02,1.699548e-01,1.798597e-01,4.626571e-02,1.830925e-02,3.863368e-02,1.199361e-02	0.228682	0.380925	0.123424	-175879.784324	5	10	deam	HS	2	ngsrelate	0.22949718474235511
