a	b	nSites	J9	J8	J7	J6	J5	J4	J3	J2	J1	rab	Fa	Fb	theta	inbred_relatedness_1_2	inbred_relatedness_2_1	fraternity	identity	zygosity	2of3_IDB	FDiff	loglh	nIter	bestoptimll	coverage	2dsfs	R0	R1	KING	2dsfs_loglike	2dsfsf_niter	cov	deamination	kinship	degree	program	RMSE
childB	childD	89664	0.830716	0.168711	0.000571	0.0	0.0	0.0	0.0	0.0	2e-06	0.084928	2e-06	2e-06	0.042465	2e-06	2e-06	0.000571	2e-06	0.000573	0.084929	-0.0	-141105.633828	54	-1	0.905057	3.295849e-01,1.800888e-01,2.302416e-02,1.717712e-01,1.852291e-01,4.418222e-02,1.824971e-02,3.607176e-02,1.179825e-02	0.222826	0.391284	0.12794	-153247.285123	18	1	deam	A	2	ngsrelate	0.2702627118305446
childA	childE	99410	0.809267	0.190686	4.4e-05	0.0	0.0	0.0	0.0	3e-06	0.0	0.095387	3e-06	3e-06	0.047694	0.0	0.0	4.7e-05	0.0	4.7e-05	0.09539	0.0	-156476.382568	79	-1	1.0	3.393081e-01,1.737321e-01,1.922382e-02,1.729690e-01,1.829343e-01,4.010877e-02,2.073213e-02,4.089853e-02,1.009321e-02	0.218417	0.391166	0.12982	-173735.558836	5	20	deam	A	2	ngsrelate	0.2525346377700822
childA	childF	99410	0.814498	0.185498	4e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.092753	0.0	0.0	0.046377	0.0	0.0	4e-06	0.0	4e-06	0.092753	-0.0	-157004.037301	94	-1	1.0	3.384358e-01,1.737934e-01,2.003503e-02,1.721314e-01,1.809946e-01,4.288755e-02,2.084843e-02,4.045878e-02,1.041503e-02	0.225882	0.384968	0.125405	-174420.962972	5	20	deam	A	2	ngsrelate	0.25678817471734694
childB	childD	99410	0.779977	0.219998	2.5e-05	0.0	0.0	0.0	0.0	1e-06	0.0	0.110024	1e-06	1e-06	0.055012	0.0	0.0	2.6e-05	0.0	2.6e-05	0.110025	-0.0	-158942.91816	70	-1	1.0	3.356935e-01,1.770459e-01,2.289744e-02,1.681933e-01,1.802103e-01,4.678264e-02,1.828708e-02,3.838598e-02,1.250376e-02	0.228536	0.382131	0.12372	-175414.35127	5	20	deam	A	2	ngsrelate	0.22861047012914057
childA	childE	98597	0.836084	0.163907	9e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.081963	0.0	0.0	0.040981	0.0	0.0	1e-05	0.0	1e-05	0.081963	-0.0	-162526.583186	94	-1	0.993211	3.318898e-01,1.760905e-01,1.912738e-02,1.755212e-01,1.875925e-01,3.969926e-02,2.020940e-02,3.994749e-02,9.922545e-03	0.209693	0.398628	0.135061	-178502.671669	10	2	deam	A	2	ngsrelate	0.2744151112129214
childA	childF	98587	0.831415	0.168486	9.9e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.084342	0.0	0.0	0.042171	0.0	0.0	9.9e-05	0.0	9.9e-05	0.084342	-0.0	-163323.674834	102	-1	0.99311	3.316909e-01,1.755675e-01,1.966871e-02,1.735052e-01,1.869153e-01,4.262063e-02,2.030770e-02,3.972847e-02,9.995589e-03	0.213874	0.396513	0.132831	-179334.038209	10	2	deam	A	2	ngsrelate	0.2706396400024702
childB	childD	98581	0.794679	0.205226	9.5e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.102708	0.0	0.0	0.051354	0.0	0.0	9.5e-05	0.0	9.5e-05	0.102708	-0.0	-164409.010167	86	-1	0.993049	3.282175e-01,1.791146e-01,2.238464e-02,1.700367e-01,1.869590e-01,4.630108e-02,1.731958e-02,3.753632e-02,1.213063e-02	0.212369	0.395519	0.133287	-179512.677951	11	2	deam	A	2	ngsrelate	0.2406431889347103
childA	childE	99410	0.809303	0.190694	3e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.09535	0.0	0.0	0.047675	0.0	0.0	3e-06	0.0	3e-06	0.09535	-0.0	-157085.00083	94	-1	1.0	3.384842e-01,1.740170e-01,1.930313e-02,1.728254e-01,1.835382e-01,4.040268e-02,2.051045e-02,4.081588e-02,1.010299e-02	0.216923	0.392281	0.130683	-174339.119971	5	10	deam	A	2	ngsrelate	0.2525460667244691
childA	childF	99410	0.815131	0.184869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.092434	0.0	0.0	0.046217	0.0	0.0	0.0	0.0	0.0	0.092434	-0.0	-157660.670962	258	-1	1.0	3.378097e-01,1.739372e-01,2.005193e-02,1.723743e-01,1.816005e-01,4.279869e-02,2.069069e-02,4.048038e-02,1.025655e-02	0.224353	0.38611	0.126282	-174997.057998	5	10	deam	A	2	ngsrelate	0.2573033840443353
childB	childD	99408	0.779167	0.220828	4e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.110419	0.0	0.0	0.055209	0.0	0.0	4e-06	0.0	4e-06	0.110419	-0.0	-159602.279276	66	-1	0.99998	3.349251e-01,1.772273e-01,2.278273e-02,1.684462e-01,1.809471e-01,4.663723e-02,1.818484e-02,3.839174e-02,1.245778e-02	0.226406	0.383631	0.124921	-176008.750534	5	10	deam	A	2	ngsrelate	0.22794094227014158
childA	childE	99378	0.809527	0.190446	2.7e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.09525	0.0	0.0	0.047625	0.0	0.0	2.7e-05	0.0	2.7e-05	0.09525	0.0	-156390.962271	106	-1	0.99997	3.394872e-01,1.737641e-01,1.952231e-02,1.725918e-01,1.827634e-01,4.044740e-02,2.046933e-02,4.084997e-02,1.010439e-02	0.218816	0.390817	0.12958	-173618.492712	6	8	no_deam	A	2	ngsrelate	0.2527387606297591
childA	childF	99379	0.816467	0.183508	2.3e-05	0.0	0.0	0.0	0.0	2e-06	0.0	0.091777	2e-06	2e-06	0.045888	0.0	0.0	2.5e-05	0.0	2.5e-05	0.091779	0.0	-156926.310251	70	-1	0.99998	3.386390e-01,1.739165e-01,2.024038e-02,1.721987e-01,1.808637e-01,4.274205e-02,2.080449e-02,4.028217e-02,1.031295e-02	0.226938	0.384666	0.124893	-174221.269258	7	8	no_deam	A	2	ngsrelate	0.2584044302264702
childB	childD	99379	0.782124	0.217876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.108938	0.0	0.0	0.054469	0.0	0.0	0.0	0.0	0.0	0.108938	-0.0	-158897.043589	70	-1	0.99998	3.357045e-01,1.770218e-01,2.299014e-02,1.683455e-01,1.800817e-01,4.645991e-02,1.839808e-02,3.841364e-02,1.258472e-02	0.22983	0.381829	0.123108	-175311.606513	6	8	no_deam	A	2	ngsrelate	0.23035328139765382
childA	childE	98883	0.817783	0.182216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.091109	0.0	0.0	0.045554	0.0	0.0	0.0	0.0	0.0	0.091109	0.0	-154107.028438	94	-1	0.996342	3.393222e-01,1.738770e-01,1.954251e-02,1.724584e-01,1.832216e-01,3.992188e-02,2.087134e-02,4.055313e-02,1.023188e-02	0.220574	0.392149	0.129081	-170610.720376	10	4	no_deam	A	2	ngsrelate	0.25946914122556725
childA	childF	98887	0.820754	0.179218	2.8e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.089637	0.0	0.0	0.044818	0.0	0.0	2.8e-05	0.0	2.8e-05	0.089637	0.0	-154662.783253	82	-1	0.996383	3.384947e-01,1.740825e-01,2.017915e-02,1.716718e-01,1.809091e-01,4.307918e-02,2.091628e-02,4.048146e-02,1.018583e-02	0.227161	0.384577	0.124781	-171216.159299	10	4	no_deam	A	2	ngsrelate	0.261905976019385
childB	childD	98865	0.791392	0.2086	7e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.104307	0.0	0.0	0.052154	0.0	0.0	7e-06	0.0	7e-06	0.104307	0.0	-156431.037889	90	-1	0.996161	3.349353e-01,1.769039e-01,2.281532e-02,1.695012e-01,1.804041e-01,4.639859e-02,1.842702e-02,3.810233e-02,1.251215e-02	0.228611	0.382092	0.12368	-172155.856032	10	4	no_deam	A	2	ngsrelate	0.23792383775275647
childA	childE	68575	0.881398	0.118577	2.5e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.059314	0.0	0.0	0.029657	0.0	0.0	2.5e-05	0.0	2.5e-05	0.059314	0.0	-92779.413228	82	-1	0.697007	3.338058e-01,1.809734e-01,1.852028e-02,1.778370e-01,1.783566e-01,4.144565e-02,2.022890e-02,3.965037e-02,9.181902e-03	0.217257	0.37262	0.126608	-101630.095421	30	1	no_deam	A	2	ngsrelate	0.31142036968166786
childA	childF	68770	0.89966	0.100336	2e-06	0.0	0.0	0.0	0.0	0.0	2e-06	0.050172	2e-06	2e-06	0.025087	2e-06	2e-06	2e-06	2e-06	4e-06	0.050172	0.0	-92883.778602	86	-1	0.698989	3.319106e-01,1.821936e-01,1.905140e-02,1.774279e-01,1.794548e-01,4.119280e-02,2.065193e-02,3.938038e-02,8.736577e-03	0.221244	0.373944	0.1252	-101846.787841	31	1	no_deam	A	2	ngsrelate	0.3263226565328658
childB	childD	68549	0.853887	0.144734	0.001374	2e-06	0.0	1e-06	0.0	0.0	2e-06	0.073743	4e-06	4e-06	0.036873	2e-06	2e-06	0.001374	2e-06	0.001376	0.073745	-0.0	-94006.403752	134	-1	0.696742	3.332555e-01,1.765353e-01,2.452045e-02,1.684856e-01,1.838672e-01,4.430391e-02,2.005415e-02,3.837943e-02,1.059854e-02	0.242428	0.389319	0.119076	-102420.733584	34	1	no_deam	A	2	ngsrelate	0.2895121341158835
childA	childE	99408	0.809486	0.190499	1.5e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.095265	0.0	0.0	0.047632	0.0	0.0	1.5e-05	0.0	1.5e-05	0.095265	0.0	-156456.789249	86	-1	1.0	3.392884e-01,1.737318e-01,1.925072e-02,1.729716e-01,1.828657e-01,4.010705e-02,2.071258e-02,4.094226e-02,1.012993e-02	0.218539	0.390976	0.12973	-173734.915783	5	20	no_deam	A	2	ngsrelate	0.25270038479195084
childA	childF	99408	0.814548	0.185447	5e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.092728	0.0	0.0	0.046364	0.0	0.0	5e-06	0.0	5e-06	0.092728	0.0	-156981.923079	82	-1	1.0	3.385501e-01,1.736420e-01,2.007884e-02,1.721192e-01,1.809514e-01,4.287383e-02,2.082311e-02,4.059027e-02,1.037133e-02	0.226038	0.384899	0.125324	-174405.324349	5	20	no_deam	A	2	ngsrelate	0.25682940780344193
childB	childD	99408	0.779963	0.22002	1.4e-05	0.0	0.0	1e-06	0.0	3e-06	0.0	0.110024	3e-06	3e-06	0.055012	0.0	0.0	1.7e-05	0.0	1.7e-05	0.110027	0.0	-158930.270933	86	-1	1.0	3.357071e-01,1.769948e-01,2.291865e-02,1.682865e-01,1.801870e-01,4.667632e-02,1.828821e-02,3.840735e-02,1.253417e-02	0.22869	0.382099	0.123648	-175400.89504	5	20	no_deam	A	2	ngsrelate	0.22859577275546164
childA	childE	91920	0.835172	0.164816	1.3e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.082421	0.0	0.0	0.04121	0.0	0.0	1.3e-05	0.0	1.3e-05	0.082421	0.0	-135805.26935	86	-1	0.929264	3.365177e-01,1.758553e-01,1.906768e-02,1.738228e-01,1.838673e-01,3.973733e-02,1.986113e-02,4.182650e-02,9.444298e-03	0.211722	0.391065	0.132682	-149534.745247	18	2	no_deam	A	2	ngsrelate	0.27367169114896295
childA	childF	92058	0.842007	0.157991	1e-06	0.0	1e-06	0.0	0.0	0.0	1e-06	0.078997	1e-06	1e-06	0.039499	1e-06	1e-06	1e-06	1e-06	1e-06	0.078998	-0.0	-136574.721737	70	-1	0.930659	3.369856e-01,1.747684e-01,2.017549e-02,1.736103e-01,1.789784e-01,4.414962e-02,2.121057e-02,3.999645e-02,1.012511e-02	0.231235	0.377663	0.121706	-150401.084637	15	2	no_deam	A	2	ngsrelate	0.2792483626517202
childB	childD	91903	0.813722	0.186265	1e-05	0.0	0.0	0.0	0.0	0.0	3e-06	0.093146	3e-06	3e-06	0.046575	3e-06	3e-06	1e-05	3e-06	1.3e-05	0.093146	-0.0	-137651.10496	82	-1	0.929092	3.334824e-01,1.781750e-01,2.271690e-02,1.688308e-01,1.826785e-01,4.609896e-02,1.868558e-02,3.741085e-02,1.192095e-02	0.226641	0.387098	0.125489	-150698.048158	14	2	no_deam	A	2	ngsrelate	0.2561582477096271
childA	childE	99395	0.809768	0.190228	3e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.095117	0.0	0.0	0.047559	0.0	0.0	3e-06	0.0	3e-06	0.095118	-0.0	-156409.898864	82	-1	1.0	3.392523e-01,1.736917e-01,1.928308e-02,1.728273e-01,1.828210e-01,4.016680e-02,2.073150e-02,4.096789e-02,1.025835e-02	0.218873	0.39092	0.129576	-173724.795728	6	10	no_deam	A	2	ngsrelate	0.2529261458851839
childA	childF	99395	0.814953	0.185047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.092524	0.0	0.0	0.046262	0.0	0.0	0.0	0.0	0.0	0.092524	0.0	-156939.614554	82	-1	1.0	3.386617e-01,1.734958e-01,2.005582e-02,1.719748e-01,1.808716e-01,4.298417e-02,2.092213e-02,4.068249e-02,1.035157e-02	0.226558	0.384739	0.12507	-174365.448117	6	10	no_deam	A	2	ngsrelate	0.2571580476529301
childB	childD	99395	0.780314	0.219658	2.8e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.109857	0.0	0.0	0.054928	0.0	0.0	2.8e-05	0.0	2.8e-05	0.109857	-0.0	-158893.246665	74	-1	1.0	3.356979e-01,1.769841e-01,2.302436e-02,1.681927e-01,1.800650e-01,4.679211e-02,1.822255e-02,3.840721e-02,1.261419e-02	0.229067	0.381799	0.123429	-175378.874515	6	10	no_deam	A	2	ngsrelate	0.22888685439462583
childA	childE	99409	0.809965	0.190026	9e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.095022	0.0	0.0	0.047511	0.0	0.0	9e-06	0.0	9e-06	0.095022	0.0	-157767.317471	62	-1	0.99998	3.378790e-01,1.740783e-01,1.918861e-02,1.732732e-01,1.842042e-01,4.014688e-02,2.042891e-02,4.082671e-02,9.974166e-03	0.215074	0.393647	0.131749	-174927.592268	5	8	deam	A	2	ngsrelate	0.2530890370218882
childA	childF	99408	0.816045	0.183947	8e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.091981	0.0	0.0	0.045991	0.0	0.0	8e-06	0.0	8e-06	0.091981	-0.0	-158257.055603	70	-1	0.99997	3.370646e-01,1.740453e-01,2.004388e-02,1.726540e-01,1.821044e-01,4.286038e-02,2.056312e-02,4.046992e-02,1.019441e-02	0.222988	0.386932	0.127028	-175544.812594	6	8	deam	A	2	ngsrelate	0.2580529279676297
